0.0	0.01369
1.0	0.01317
2.0	0.01260
3.0	0.01214
4.0	0.01156
5.0	0.01074
6.0	0.01001
7.0	0.00951
8.0	0.00934
9.0	0.00899
10.0	0.00857
11.0	0.00805
12.0	0.00744
13.0	0.00683
14.0	0.00612
15.0	0.00499
16.0	0.00381
17.0	0.00290
18.0	0.00214
19.0	0.00157
20.0	0.00089
21.0	0.00011
22.0	-0.00086
23.0	-0.00179
24.0	-0.00304
25.0	-0.00418
26.0	-0.00487
27.0	-0.00580
28.0	-0.00707
29.0	-0.00836
30.0	-0.00962
31.0	-0.01093
32.0	-0.01219
33.0	-0.01304
34.0	-0.01400
35.0	-0.01474
36.0	-0.01573
37.0	-0.01666
38.0	-0.01742
39.0	-0.01817
40.0	-0.01866
41.0	-0.01921
42.0	-0.02013
43.0	-0.02063
44.0	-0.02102
45.0	-0.02146
46.0	-0.02195
47.0	-0.02264
48.0	-0.02345
49.0	-0.02403
50.0	-0.02478
51.0	-0.02541
52.0	-0.02588
53.0	-0.02656
54.0	-0.02713
55.0	-0.02764
56.0	-0.02795
57.0	-0.02842
58.0	-0.02883
59.0	-0.02907
60.0	-0.02938
61.0	-0.02984
62.0	-0.03012
63.0	-0.03039
64.0	-0.03053
65.0	-0.03077
66.0	-0.03101
67.0	-0.03133
68.0	-0.03146
69.0	-0.03179
70.0	-0.03204
71.0	-0.03227
72.0	-0.03248
73.0	-0.03266
74.0	-0.03282
75.0	-0.03295
76.0	-0.03292
77.0	-0.03290
78.0	-0.03291
79.0	-0.03280
80.0	-0.03282
81.0	-0.03289
82.0	-0.03279
83.0	-0.03287
84.0	-0.03316
85.0	-0.03327
86.0	-0.03331
87.0	-0.03312
88.0	-0.03292
89.0	-0.03282
90.0	-0.03264
91.0	-0.03235
92.0	-0.03213
93.0	-0.03198
94.0	-0.03192
95.0	-0.03175
96.0	-0.03149
97.0	-0.03123
98.0	-0.03099
99.0	-0.03072
100.0	-0.03039
101.0	-0.03011
102.0	-0.02997
103.0	-0.02971
104.0	-0.02936
105.0	-0.02894
106.0	-0.02866
107.0	-0.02846
108.0	-0.02824
109.0	-0.02790
110.0	-0.02748
111.0	-0.02705
112.0	-0.02640
113.0	-0.02576
114.0	-0.02502
115.0	-0.02453
116.0	-0.02400
117.0	-0.02349
118.0	-0.02288
119.0	-0.02234
120.0	-0.02171
121.0	-0.02108
122.0	-0.02063
123.0	-0.02020
124.0	-0.01970
125.0	-0.01930
126.0	-0.01889
127.0	-0.01843
128.0	-0.01780
129.0	-0.01736
130.0	-0.01682
131.0	-0.01666
132.0	-0.01628
133.0	-0.01568
134.0	-0.01543
135.0	-0.01532
136.0	-0.01472
137.0	-0.01391
138.0	-0.01289
139.0	-0.01194
140.0	-0.01127
141.0	-0.00998
142.0	-0.00902
143.0	-0.00818
144.0	-0.00726
145.0	-0.00645
146.0	-0.00575
147.0	-0.00470
148.0	-0.00347
149.0	-0.00257
150.0	-0.00218
151.0	-0.00214
152.0	-0.00205
153.0	-0.00127
154.0	-0.00023
155.0	0.00047
156.0	0.00061
157.0	0.00079
158.0	0.00142
159.0	0.00205
160.0	0.00256
161.0	0.00274
162.0	0.00305
163.0	0.00350
164.0	0.00355
165.0	0.00369
166.0	0.00395
167.0	0.00403
168.0	0.00399
169.0	0.00409
170.0	0.00427
171.0	0.00463
172.0	0.00481
173.0	0.00490
174.0	0.00498
175.0	0.00508
176.0	0.00515
177.0	0.00533
178.0	0.00544
179.0	0.00542
180.0	0.00535
